Req_get_make_new_every_time,Req_get_add_url_id,Req_get_add_id
0.8730087280273438,0.7574372291564941,0.9021091461181641
0.7039506435394287,0.7202978134155273,0.8121147155761719
0.7637944221496582,0.8202009201049805,0.7542123794555664
0.6745085716247559,0.778637170791626,0.8265566825866699
0.6819345951080322,0.766599178314209,0.6642982959747314
0.7738163471221924,0.6441066265106201,0.7689404487609863
0.7845737934112549,0.7417328357696533,0.7979292869567871
0.7934679985046387,0.7262649536132812,0.8164057731628418
0.7593462467193604,0.8006374835968018,0.8619391918182373
0.7837910652160645,0.818385124206543,0.7792727947235107
0.6679348945617676,0.7768476009368896,0.9554111957550049
0.7579123973846436,0.8365600109100342,0.825145959854126
0.8229923248291016,0.7049815654754639,0.8077976703643799
0.7653083801269531,0.719388484954834,0.7044777870178223
0.6799848079681396,0.7886052131652832,0.7848100662231445
0.7524075508117676,0.6750693321228027,0.7328715324401855
0.7127687931060791,0.693612813949585,0.6838977336883545
0.7934484481811523,0.7700340747833252,0.7787678241729736
0.7588224411010742,0.7752687931060791,0.7580883502960205
0.751523494720459,0.8264472484588623,0.8200485706329346
0.7159988880157471,0.695244550704956,0.8522255420684814
0.7459030151367188,0.7074151039123535,0.8098154067993164
0.7813386917114258,0.7312479019165039,0.8052186965942383
0.8823232650756836,0.7097628116607666,0.7448892593383789
0.8020117282867432,0.7296512126922607,0.8840551376342773
0.7342507839202881,0.7488961219787598,0.7868332862854004
0.7739226818084717,0.730175256729126,0.8186767101287842
0.7386009693145752,0.779259204864502,0.7928242683410645
0.6534590721130371,0.668513298034668,0.8018455505371094
0.6779887676239014,0.8197312355041504,0.9663510322570801
0.7550666332244873,0.7016046047210693,0.7776331901550293
0.7080192565917969,0.6721518039703369,0.765362024307251
0.7239644527435303,0.7756845951080322,1.0194227695465088
